id,Target_0,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7,Target_8,Target_9,Target_10,Target_11,Target_12,Target_13,Target_14,Target_15,Target_16,Target_17,Target_18,Target_19,Target_20,Target_21,Target_22,Target_23,Target_24,Target_25,Target_26,Target_27,Target_28,Target_29,Target_30,Target_31,Target_32,Target_33,Target_34,Target_35,Target_36,Target_37,Target_38,Target_39,Target_40,Target_41,Target_42,Target_43,Target_44,Target_45,Target_46,Target_47,Target_48,Target_49,Target_50,Target_51,Target_52,Target_53,Target_54,Target_55,Target_56,Target_57,Target_58,Target_59,Target_60,Target_61,Target_62,Target_63,Target_64,Target_65,Target_66,Target_67,Target_68,Target_69,Target_70,Target_71,Target_72,Target_73,Target_74,Target_75,Target_76,Target_77,Target_78,Target_79,Target_80,Target_81,Target_82,Target_83,Target_84,Target_85,Target_86,Target_87,Target_88,Target_89,Target_90,Target_91,Target_92,Target_93,Target_94,Target_95,Target_96,Target_97,Target_98,Target_99,Target_100,Target_101,Target_102,Target_103,Target_104,Target_105,Target_106,Target_107,Target_108,Target_109,Target_110,Target_111,Target_112,Target_113,Target_114,Target_115,Target_116,Target_117,Target_118,Target_119,Target_120,Target_121,Target_122,Target_123,Target_124
id_utdshhcma9,0.00055,0.038585380166155564,0.00055,0.006566953143601899,0.013576097946704915,0.006285643437973988,0.00055,0.00055,0.00055,0.00055,0.00055,0.04407276392482452,0.00055,0.00055,0.00055,0.00055,0.015313997948882241,0.00055,0.00055,0.017925308806182226,0.014239058424320286,0.00055,0.015396486049236751,0.03636799200549161,0.004812900717378579,0.040274188885318266,0.02912887307873755,0.005564416353893216,0.020225013250882905,0.015341462180844367,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.029298317319947986,0.00055,0.009741417948915542,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.01961476119316952,0.00055,0.03420587358533886,0.00055,0.00055,0.00055,0.00055,0.022540370906159325,0.01563143506245122,0.00055,0.00055,0.00055,0.051142754004332255,0.02563728376124323,0.005216874928137094,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.038181766371731804,0.06081405406831832,0.011906605333554855,0.013157315784997686,0.04630987447007714,0.005416957453404151,0.1781253492651898,0.03590886891635585,0.016386204395694326,0.00055,0.00055,0.00055,0.012057165497124758,0.00055,0.00055,0.00055,0.006010531386399737,0.00055,0.0335794866843918,0.00055,0.005440195342635823,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_wpr03x91k8,0.00055,0.017416462251345494,0.00055,0.0061346109777468015,0.013500019792689149,0.009412768940279117,0.00055,0.00055,0.00055,0.00055,0.00055,0.031026795368733744,0.00055,0.00055,0.00055,0.00055,0.034043217260134866,0.00055,0.00055,0.035674462513640356,0.01357328709284874,0.00055,0.030345708297826006,0.023031674606425624,0.006425281711096839,0.035809146207180884,0.026696117950120123,0.004647959534029684,0.018162063535452154,0.018527788790300405,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.02080421834753085,0.00055,0.017498591550546727,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.01639512438846582,0.00055,0.029501252829068493,0.00055,0.00055,0.00055,0.00055,0.015087881948917387,0.006410459333763119,0.00055,0.00055,0.00055,0.029034364177750314,0.03776370538084918,0.007739785580399153,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.08577964400497193,0.09260741160266998,0.006911439264059199,0.021526976915741965,0.049450761328453906,0.0076031462691355635,0.0529069318348808,0.03982739079922724,0.017632820782616167,0.00055,0.00055,0.00055,0.004763846261075072,0.00055,0.00055,0.00055,0.0038678728976684917,0.00055,0.10337922046384776,0.00055,0.009079789208510814,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_ihn04pau10,0.00055,0.023006060508070122,0.00055,0.005415765863903872,0.011531318319963036,0.006161652332998717,0.00055,0.00055,0.00055,0.00055,0.00055,0.013955813421483535,0.00055,0.00055,0.00055,0.00055,0.02646166330218957,0.00055,0.00055,0.07411077609548124,0.033821390234710445,0.00055,0.08262406513604607,0.04531132037996617,0.0046826407405352,0.07408506020171993,0.07115152158683065,0.007383870138979906,0.025222899676398836,0.053596971126813976,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.013158415432582607,0.00055,0.009375954528059536,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.007079630371408391,0.00055,0.042869950592009494,0.00055,0.00055,0.00055,0.00055,0.011596356872507558,0.002171503288994643,0.00055,0.00055,0.00055,0.04403884032684112,0.054214609021230376,0.011688285048707864,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.04199983724521863,0.033250320985214625,0.0025071077229395005,0.02553080364318383,0.05362198604412961,0.0044134778450377,0.010571139618578258,0.0342650190272248,0.015057947198450411,0.00055,0.00055,0.00055,0.002374337120565251,0.00055,0.00055,0.00055,0.0040302508040267835,0.00055,0.012709923026473263,0.00055,0.00495151517052449,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_dujctwctkv,0.00055,0.046865867616242916,0.00055,0.010195212809355429,0.023083004443406597,0.009676999836060738,0.00055,0.00055,0.00055,0.00055,0.00055,0.053111986731721385,0.00055,0.00055,0.00055,0.00055,0.018906214567623928,0.00055,0.00055,0.01951198082220354,0.01829694676371294,0.00055,0.02018749296976771,0.030688010045217855,0.006828002754058075,0.038500837241806043,0.040766855424920076,0.006440570258101132,0.0247028462331091,0.01987931208774858,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.034047156896702666,0.00055,0.008454152403413823,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.017265993966306115,0.00055,0.0377662825108271,0.00055,0.00055,0.00055,0.00055,0.020678838292893822,0.01837146718851409,0.00055,0.00055,0.00055,0.03293910270744531,0.024510839247667233,0.007930093660913812,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.04974211228365992,0.0867204828773994,0.01596641100313604,0.016244917711266023,0.04360042031635226,0.007697847461445531,0.07859042841848543,0.034640399463169304,0.014932665164497658,0.00055,0.00055,0.00055,0.02088358153247285,0.00055,0.00055,0.00055,0.005115198767773906,0.00055,0.02640492032923744,0.00055,0.009854547191364159,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_fjf3v7c0h6,0.00055,0.04826655582456196,0.00055,0.008832311364697209,0.010363439830041461,0.006133104325108143,0.00055,0.00055,0.00055,0.00055,0.00055,0.027684306133141524,0.00055,0.00055,0.00055,0.00055,0.0085582634185437,0.00055,0.00055,0.03229253499679524,0.01626415549343447,0.00055,0.03678957941180612,0.04718812497696695,0.0035360762976511667,0.05379777388472223,0.08218324604681271,0.01275769437027753,0.020278516826807695,0.022056254696633117,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.02592749699690009,0.00055,0.005728759228372023,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.016575574291425192,0.00055,0.11036419478276607,0.00055,0.00055,0.00055,0.00055,0.020652515860665903,0.003459871201736723,0.00055,0.00055,0.00055,0.038376300585547876,0.049438806028963105,0.009997045567834905,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.0314751691405739,0.05116111503477452,0.004360691572936329,0.019915605186428077,0.046359285439991745,0.004890992122371404,0.021717201245271902,0.046142088639039076,0.02969649558046757,0.00055,0.00055,0.00055,0.00534398534773227,0.00055,0.00055,0.00055,0.003028356567755018,0.00055,0.014612145087130804,0.00055,0.0037943665933141413,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_n6dd5u60ar,0.00055,0.07444786563679068,0.00055,0.008593802911467769,0.005590066201202535,0.005093954988504815,0.00055,0.00055,0.00055,0.00055,0.00055,0.048279590517872416,0.00055,0.00055,0.00055,0.00055,0.008122123396589586,0.00055,0.00055,0.0293403772033053,0.00945296201994789,0.00055,0.03614125325614892,0.024112065975357512,0.003065611722840168,0.06631186269637443,0.06886796487213245,0.015396312777723214,0.0206029108796976,0.016111406920042627,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.054889319852342945,0.00055,0.004837356670550366,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.009765206773560178,0.00055,0.07549190093699738,0.00055,0.00055,0.00055,0.00055,0.01827580929315116,0.003978715454266764,0.00055,0.00055,0.00055,0.061387883399256625,0.054706355647687464,0.009269134198072817,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.03709275140140138,0.040670199485909414,0.004499403237030577,0.022602667378162626,0.029288804297973058,0.004018137746945428,0.032129623698200736,0.04299057465829202,0.029984645099466623,0.00055,0.00055,0.00055,0.003078242181912451,0.00055,0.00055,0.00055,0.004175968778658784,0.00055,0.014342256996365436,0.00055,0.002994910837798024,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_tyfn07id6o,0.00055,0.01871722183486125,0.00055,0.007494730321230993,0.010573536278100582,0.005124020231845927,0.00055,0.00055,0.00055,0.00055,0.00055,0.014139923264058557,0.00055,0.00055,0.00055,0.00055,0.025001840019178788,0.00055,0.00055,0.06847550664663127,0.05114568786108361,0.00055,0.07738361502223853,0.05031662694688895,0.005166733937532779,0.04478113881179221,0.08505285401297587,0.009458428209971895,0.024237139250047005,0.041297525278571015,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.011361622093964878,0.00055,0.008179033552795154,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.008165639256299732,0.00055,0.05374986879097825,0.00055,0.00055,0.00055,0.00055,0.007626577634643883,0.002364951917998265,0.00055,0.00055,0.00055,0.055270173882859444,0.04625332109634413,0.010605529378864515,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.038464938488075064,0.028924269988977337,0.002522900620519003,0.02285889453438631,0.07830261897775052,0.0032793704083063737,0.010025434381916956,0.03169128615419861,0.01767376563886444,0.00055,0.00055,0.00055,0.0027954737954581023,0.00055,0.00055,0.00055,0.004911680256382394,0.00055,0.013511335983284972,0.00055,0.0030947852401223964,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_u4h43sf8l1,0.00055,0.022212328660057363,0.00055,0.004252611280381996,0.008905174482879247,0.011636335034788838,0.00055,0.00055,0.00055,0.00055,0.00055,0.02611718069875197,0.00055,0.00055,0.00055,0.00055,0.026452358370866985,0.00055,0.00055,0.03510331651242428,0.027450256236723442,0.00055,0.05192407692526792,0.052623834550686234,0.005304265458492342,0.06668201079017622,0.057867444924865105,0.006219445264756637,0.029923395336264806,0.03188098084264651,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.015589269983729847,0.00055,0.008870034907941589,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.0099219836238845,0.00055,0.04339555135437204,0.00055,0.00055,0.00055,0.00055,0.0159855977147361,0.004158709885292054,0.00055,0.00055,0.00055,0.033892794813925334,0.033849198249703547,0.010441804943619752,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.06922806344388872,0.07704861083097103,0.004445705354708875,0.03410807200051268,0.07140664277364223,0.005314499972702342,0.021195198310329698,0.03273137246394451,0.012940967686010649,0.00055,0.00055,0.00055,0.005168744662395601,0.00055,0.00055,0.00055,0.0023235698163571504,0.00055,0.018510094782177754,0.00055,0.004918497055124132,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_wkyn481pm3,0.00055,0.03972590277606562,0.00055,0.009143544636881301,0.010545163412218674,0.0054071606628558685,0.00055,0.00055,0.00055,0.00055,0.00055,0.01853054591264417,0.00055,0.00055,0.00055,0.00055,0.007470168817239657,0.00055,0.00055,0.03110872336129425,0.012174071636204901,0.00055,0.044664126202572964,0.029553668062645345,0.004057883550907394,0.05562738171799399,0.06959878764485865,0.019570444362473537,0.015336549882295204,0.018030979756099973,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.024669036743803885,0.00055,0.006384920083501005,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.015184768540972424,0.00055,0.1655229559983373,0.00055,0.00055,0.00055,0.00055,0.029489310466912604,0.002650550056869136,0.00055,0.00055,0.00055,0.027950377395191628,0.04957204402516158,0.009869743716865673,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.03084943440892047,0.04665531511475331,0.0035667220718508365,0.027387090773097027,0.03582363411874253,0.005942492679738878,0.014291140240014526,0.04053642291640017,0.04772690944238467,0.00055,0.00055,0.00055,0.0038256977040089235,0.00055,0.00055,0.00055,0.0041105349777726275,0.00055,0.01261978955134499,0.00055,0.00482600657810423,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
id_p6ifoj81n0,0.00055,0.02654903210759673,0.00055,0.00622849835107902,0.006251700361345926,0.004590766132574217,0.00055,0.00055,0.00055,0.00055,0.00055,0.022474006207646387,0.00055,0.00055,0.00055,0.00055,0.01180487667820703,0.00055,0.00055,0.03783535341106341,0.01579087002973085,0.00055,0.03749029877232287,0.02502734363607239,0.00436686812846845,0.09328716184579253,0.11279996507748176,0.017627472396894616,0.01954425701350125,0.023161675583894585,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.023791795106368203,0.00055,0.004756770365940327,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.012894586356761384,0.00055,0.11413008995145783,0.00055,0.00055,0.00055,0.00055,0.015610614856970132,0.0019676628480016774,0.00055,0.00055,0.00055,0.05660060146167717,0.056256451742032976,0.01889180817505238,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.03904378299811023,0.031142933299644564,0.0029196780376896875,0.029061387189161604,0.03280777326746525,0.0063407719331021765,0.01055731562836882,0.03624368672659256,0.021822738982173216,0.00055,0.00055,0.00055,0.00266727159596019,0.00055,0.00055,0.00055,0.0033328338578721625,0.00055,0.010300184188755852,0.00055,0.004029115697169587,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055
